label,text
2,Bernie Sanders. This election is bout SCOTUS I would b fine with whoever #Hillary2016 or #Bernie2016 nominated Can anyone make that claim on #Trump Um no
0,Hilary Clinton. Young people support #Bernie over #Hillary two to one. There are very good reasons for that. But the Dem Party hates to admit it. #DemDebate
0,"Hilary Clinton. Mrs. #HillaryClinton you should be thanking Mr. #TrumpTV your advisers know this, is an amazing gift he gave to #imwithyou"
0,Hilary Clinton. Many republicans don't hate #Bernie His policies ain't so great but he's an HONEST guy #Hillary = LIAR #DemDebate
1,Donald Trump. #TedCruz got million dollar loan from Goldman Sachs 4 Senate campaign &amp; fails 2 disclose it. Did he just hand the nomination 2 #DonaldTrump?
0,"Hilary Clinton. #bernie won #berniewon #demdebate I watched the whole thing, #hillary lied and if she wants advice over bagels it should be anyone but Bill"
1,Ted Cruz. Fox News needs #Trump2016 for debate ratings now all they have is Canadian #Cruz and Megyn Kelly ignores him as ineligible #foxnewsdebate
0,Donald Trump. #Trump2016 #Cruz2016 All of this infighting is making me lean towards Bernie. If we gonna lose at least let it not be to Hillary. Geesh
0,Donald Trump. #DonaldTrump supporters turned me against Trump. #HillaryClinton supporters turned me against Hillary. See how easy it is to claim that?
1,"Ted Cruz. Who ever next president, don't forget Obuma had something put in ground near white house. #TedCruz #donaldtrump #bencarson #MarcoRubio"
0,Donald Trump. #Hitlers rise exactly like #DonaldTrump #TedCruz blame minorities4 everything build a lg base of racist haters encourage war on Minorities
1,"Ted Cruz. It's a shame #DonaldTrump goes after #JebBush, #TedCruz &amp; #HillaryClinton, he shouldn't worry about what they do in their campaigns!!!"
0,"Hilary Clinton. #TRUMP2016, YES! #Hillary2016 WE Will TALK About Your LIES,Morals &amp; The Words &amp; SEX Acts (RAPE) &amp; Abuse of WOMEN by Impeached #BillClinton"
1,"Donald Trump. Twitter warned me of ""sensitive language"" before saying #DonaldTrump called #TedCruz a pussy. Clearly Twitter doesn't know me #IWriteErotica"
1,"Ted Cruz. ""Wow, what a coup 4 #SarahPalin 2 endorse #DonaldTrump over #TedCruz"" said nobody ever with a triple digit IQ Left of Attila the Hun."
1,Hilary Clinton. Only reason #BernieSanders polls better v #GOP2016 now is becz entire GOP have nonstop attack on #HillaryClinton. That will change.
2,Donald Trump. I'm certain that Trump is just a DNC bankrolled plant to make sure the next GOP candidate looks worse than Hillary #Trump2016 #Hillary2016
2,Ted Cruz. The best way to make America Great Again is to keep #DonaldTrump out of office. His trolling of #TedCruz is despicable and infantile
1,"Bernie Sanders. When #Hillary2016 and #Bernie2016 finish tearing each other apart, it's going to be hard for the loser's supporters to vote for the other."
2,Hilary Clinton. Either will get my vote. Both have their issues/flaws. Both are better than any #GOP candidate. #ThatIsAll. #BernieSanders #HillaryClinton
1,"Donald Trump. #Cruz: ""Donald, the last couple of days, has been a little rattled"" by competition from Cruz. #DonaldTrump #TedCruz"
1,Ted Cruz. When #DonaldTrump isn't trying to take on #TedCruz he is kicking ass (with more details than usual) tonight (China tariffs). #GOPDebate #gop
0,Donald Trump. #DonaldTrump #TedCruz I hate seeing politicians destroying each other and giving ammo to the Liberals for future attack ads. Grow up boys.
1,Hilary Clinton. There is now a real chance that #BernieSanders could beat #Hillary in both Iowa and NH. That'll reduce crossover voting for the GOP race.
0,Hilary Clinton. I VOTE FOR #HillaryClinton !! TOO BAD SHE WILL BE IN FED. PRISON SERV. A LIFE SENTENCE FOR HER CRIMES! OH WELL ALL ABOARD THE #TrumpTrain!
0,"Bernie Sanders. #BernieSanders gives good speeches, Simon &amp; Garfunkel brings tears to eyes but #HillaryClinton can actually get things done! #IowaCaucus"
0,Hilary Clinton. Republicans want to destroy ISIS while #HillaryClinton #BernieSanders strip our rights &amp; expand gov't. #Trump2016 #Carson2016 #Rubio2016
0,Donald Trump. Trump will be like a dog chewing on an old bone with this Ted Cruz birther issue. #DonaldTrump #TedCruz
1,Donald Trump. To understand challenges in Indian Country our US leaders need to come and visit us. You don't need a passport!#HillaryClinton #DonaldTrump
2,"Donald Trump. #Cruz2016 trying to debate #Trump2016 is only because he's losing millions of ears when Trump skips #foxnewsdebate , earn your own ears Ted!"
1,Donald Trump. We're really in new days... We're really discussing #DonaldTrump words of choice about #HillaryClinton bathroom break. Wow wow wow!
2,"Donald Trump. cannot stop promoting a fight between #Trump and #Cruz. Wishful thinking for ratings! #bias Opinions, not facts! #Trump2016"
1,"Donald Trump. imagine #DonaldTrump on a debate stage with #HillaryClinton. Need I say more, just imagine it for one second. Glorious"
2,Donald Trump. Why does have such a problem with the truth when it comes to videos? #Hillary2016 #Trump2016 #Rubio2016
0,Donald Trump. many GOP would take #Hillary2016 over #Trump2016 - he would initiate trade wars which will devastate business &amp; destroy economy
1,Bernie Sanders. #HillaryClinton says she'll shutdown big business. #BernieSanders does one better he'll shutdown the economy. Destroying #America a goal?
2,"Donald Trump. #AssociatedPress says #DonaldTrump ,makes crude remark about #HillaryClinton calls her a liar that's not crude its the #Truth come on media"
1,Bernie Sanders. I'll run for President only if Bernie Sanders beats Hillary Clinton - Bloomberg says. Someone is paying this guy. #Bernie2016 #Hillary2016
1,Bernie Sanders. #Sanders campaign thinks #Microsoft might skew numbers to help #HillaryClinton. Threatening lawsuit. Is it because shes a career criminal?
0,"Bernie Sanders. well, #hillary does look a little like #bernie so that 2 inch might be the only difference except they both socialists"
1,"Hilary Clinton. If Obama weren't ""President"" of the United States, I'd think he were an enemy of ours. GO FIGURE! #Obama #HillaryClinton #trump2016"
1,Bernie Sanders. #OMalley needs to stop vying for VP spot &amp; speak his mind inside of switching back n forth between #Hillary &amp; #Bernie platforms. #DemDebate
2,Donald Trump. Voters Must Focus on #Hillary as #POTUS NOT Merely Inevitable What Does She Offer That #DonaldTrump Could Not Do Better #msnbc #foxnews #nyt
2,Hilary Clinton. I think ppl like #DonaldTrump #run4prez to make us believe that's the kinda options we have. So vote 4 #Obama or #HillaryClinton! :/
0,Hilary Clinton. I've encountered too many #Hillary supporters disparaging #BLM &amp; others fighting for justice. I've never met a #Bernie supporter doing this.
1,Donald Trump. I'd like #TedCruz to talk more policies that directly benefit blue-collar+I'd like #DonaldTrump to talk more about defending #Constitution.
2,Ted Cruz. #GOPDebate it looks like #DonaldTrump is the front runner with #TedCruz. #MarcoRubio would be running mate. Rest all were a washout.
1,Hilary Clinton. To date I have not heard any of the Presidential candidates discuss how they will ensure tribal sovereignty. #DonaldTrump #HillaryClinton
0,"Bernie Sanders. #Sanders would raise taxes/lower healthcare premiums. Would be a wash. #Hillary basically said no, your not starting over with healthcare."
0,Hilary Clinton. ...&amp; I ain't gonna vote if nobody from my community is running for office so fuck #BernieSanders #HillaryClinton #DonaldTrump #Gcoded
2,"Donald Trump. Whoever beats Hillary, that's my pick! Any Republican light years better! Save America! #Hillary #GOP #Trump2016 #BC2DC16 #CruzCrew #Rubio"
2,Hilary Clinton. Obamas SILENCE on Turkeys ATROCITIES against Kurds because of #Turkey GEOLOCATION is REPREHENSIBLE #ImWithHer #CruzCrew #TrumpTrain #Hillary
2,Hilary Clinton. Can anyone really say they believe #DonaldTrump is better than #HillaryClinton with a straight face? #2016
2,Donald Trump. #HillaryClinton once again blaming a video (this one nonexistent) for ISIS terrorism violence. Trump calls her out on her lie. #trump2016
2,Donald Trump. #TedCruz is spending a fortune going negative on me. Not nice. He thinks he meaner than me! He's DEAD wrong. #DonaldTrump
0,"Hilary Clinton. If I wanted our country infested with people that hate our values, laws and culture then I would say #ImWithHer. #Hillary and #Bernie suck!"
1,Bernie Sanders. I'm done refereeing #Hillary #Bernie supporters they're determined 2 savage each other so... But I don't want 2 hear any whining come Nov
1,"Hilary Clinton. great point when a man raises voice ""he is in control"" #BernieSanders when a woman races voice ""she is out of control"" #HillaryClinton"
2,"Hilary Clinton. 6yr. Old Son ""I only like the white ones."" in reference to powdered donuts .... Me ""Yeah, #DonaldTrump does too."" #Hillary2016"
0,Hilary Clinton. Hillary Clinton supported living wages when Bernie Sanders mentioned it. She has a nack of hijacking his ideas. #Bernie2016 #Hillary2016
2,Donald Trump. I'm sure #DonaldTrump and #TedCruz will make the threshold of 15% with ease and one of them will most probably win the #IowaCaucus
1,"Hilary Clinton. This is going to be, by far, the most expensive democratic presidential race in history. #Bernie and #Hillary are going to blow so much $$$"
1,"Bernie Sanders. It being reported #BernieSanders supporters booed #HillaryClinton when talked about being progressive, and they yelled she lied. #IowaCaucus"
1,Ted Cruz. ISIL's new strategy: pipe bombs. If we just get rid of pipes &amp; Home Depot we will all be safe. #TedCruz #Trump2016
0,"Donald Trump. Hey #TedCruz ""pampered teens"" are entitled kids of wealthy white parents that attend conservative colleges &amp; dodge the draft. #DonaldTrump?"
2,Bernie Sanders. You're a HillBot. Don't pretend you love #BernieSanders. All the polls show him beating #Trump2016 by larger margins than #Hillary
1,"Hilary Clinton. When #Hillary2016 and #Bernie2016 finish tearing each other apart, it's going to be hard for the loser's supporters to vote for the other."
1,"Donald Trump. No, mainstream media, the general election has not started between #HillaryClinton &amp; #DonaldTrump. In fact, Hillary's BARELY beating #Bernie"
2,Bernie Sanders. Looks like #HillaryClinton is still trying to hit #BernieSanders on guns to deflect from her pro Wall Street pro neo-con nature #IADemcaucus
1,"Ted Cruz. #HillaryClinton says incomes grew during Clinton administration. Maybe I'll vote for her, if #TedCruz beats me. #DonaldTrump #DemTownHall"
1,"Donald Trump. Just a thought. If #TedCruz was born in Canada and #DonaldTrump was born in NY, aren't they both considered foreigners? #Canada/NYValues"
0,"Hilary Clinton. SO? #Hillary2016 YOU don't like #TRUMP2016's WORDs! WELL Hillary,WE didn't like YOU Mocking The WOMEN YOUR Husband JACK'edOFF ON! #TRUMP2016"
2,Donald Trump. Vote for a REAL American: #DonaldTrump not immigrant wannabes like #TedCruz &amp; #MarcoRubio. Its president of USA -not Mexico or Cuba! 
2,Bernie Sanders. Hillary Clinton supported living wages when Bernie Sanders mentioned it. She has a nack of hijacking his ideas. #Bernie2016 #Hillary2016
2,Hilary Clinton. been around politics for long time- if #HillaryClinton &amp; #BernieSanders supporters join forces there is NO WAY we will lose #DemDebate
2,"Bernie Sanders. If you're a #HillaryClinton or #BernieSanders supporter, and you're attacking each other, you're playing right into the GOP's hand. #StopIt"
2,"Bernie Sanders. Is it surprising that President Obama got involved at this point to ""support"" #HillaryClinton ? #Bernie2016 has to work on this &amp; build ties"
2,Donald Trump. #Hillary hopes by screaming about what's in her pants you won't notice what's in her heart. 👿 #Trump2016 
0,"Donald Trump. Comparing #Trump2016 statements, #Hillary Testimony and #TonyBlair interview. Last 2 look like statesmen and #Trump like ""Barney Rubble"
1,Hilary Clinton. One of the things I like about American politics is that we're on a first name basis with a lot of the politicians. #Bernie2016 #Hillary2016
0,"Hilary Clinton. If u vote 2 invade Iraq but later say u r sorry, after thousands have died &amp; trillions spent, you just might be #HillaryClinton #Bernie2016"
0,Donald Trump. #Jeb! Just said #DonaldTrump isn't the problem? He's flipping on his opinions! He's no better than #HillaryClinton #GOPDebate #CNNDebate
0,"Bernie Sanders. Remember when #Bernie stated last week, that unlike Gov Dean he will not be stumbling, yet all he's done this week IS stumble. #Hillary2016"
0,Ted Cruz. It is amusing how the haters #TedCruz and #DonaldTrump think they could possibly be voted president...Maybe president of the hypocritical.
2,"Donald Trump. . : ""Let's assume #Hillary wins. ... She'll be the worst (president)"" to smattering of boos | #Trump2016 in #GrandRapids"
2,"Bernie Sanders. Yes Rank &amp; file = Establishment, #bernie ahead w progressives, young Independents, he'd swell democrat ranks #hillary will shrink"
0,"Donald Trump. #TedCruz says #DonaldTrump is what's wrong with the system. ""He's not a #Canadian. We do it differently there. We're more polite"""
1,"Hilary Clinton. Dear #Hillary &amp; #DonaldTrump, want to Make 🇺🇸 Great Again? 🤔Turn your attention to drug co.s &amp; medical insurance co.s &amp; stop the 💰gouging."
2,Ted Cruz. If hardworking honest Americans turn out to vote in high numbers #Hillary2016 doesnt stand a chance. #Trump2016 #Rubio2016 #Cruz2016
0,Donald Trump. Amazing how the haters #Carson #TedCruz #DonaldTrump actually think thay can become president without #LGBTQ and #Latino votes. Wont happen
0,"Hilary Clinton. I love how the republicans, mostly, only care about #HillaryClinton and the democrats, mostly, only care about #DonaldTrump haha"
2,Donald Trump. Dark insane libs who do not like #freedomgirls on #Trump2016 will not have children thank the Lord. #hillary much cuter to them
2,Hilary Clinton. he's a smarmy asshole. Im still hoping trump is screwing #gop over so that #Bernie or #Hillary will win no matter what!
2,Donald Trump. U think #donaldtrump will b able to swat #Hillaryclinton like a fly as he does every1 else? Ha! How many sexists has she swatted in 69 yrs?
2,Donald Trump. Just think of all the places #Cruz would prob lump into his #NewYorkValues sentiment. We need Patriot UNITY now more than EVER! #Trump2016
0,"Hilary Clinton. -Tell MSM corporate pundits that many Progressives will not be voting f #Hillary2016, period. LOCKSTEP has stopped #Berniestrong"
2,"Ted Cruz. HILLARY WON A ""COIN TOSS"", NOTHING MORE. Sanders proved how weak their nominees are. #trump2016 #trump #TedCruz2016"
0,"Hilary Clinton. #Hillary might work to get people more crumbs from the rich, Corp.table, but #Bernie is fighting with us to get us all a chair at the table!"
0,"Bernie Sanders. We need someone to follow, and it isn't #Bernie. My point is #Hillary will get it done without it being watered down."
0,Hilary Clinton. #Bernie #Hillary Trickle Down Economics a PROVEN recipe for disaster for the middle class and a rape of middle class financial stability.
1,Ted Cruz. Which would you rather have? An attorney (#Cruz) or a job (#Trump)? Attorney's get paid whether they accomplish anything or not. #Trump2016
2,Bernie Sanders. #HillaryClinton attacking Bernies age. Hillary had plastic Surgery &amp; blood clot on the brain! Hillary needs to stop acting DESPERATE #Bernie
2,"Bernie Sanders. I mean, I could kinda understand 98% truth w 2% lies, but come on #Hillary2016, U really expect to sell 98% lies w 2% truth? #BernieOrBust"
2,"Ted Cruz. #DonaldTrump is desperate. Can't beat #TedCruz straight up, so he brings up bogus issues &amp; tries to act ""innocent"". IMO being a horse's ass."
2,Hilary Clinton. Color me skeptical when I don't believe polls showing #Sanders beating opponents by 19 POINTS in General match-ups. #Hillary2016
0,"Bernie Sanders. Prediction: says #HillaryClinton won Iowa debate, was skilled and poised; #BernieSanders went negative, looked less presidential"
2,Donald Trump. For once I am really gonna look forward to what #DonaldTrump will tweet about #TedCruz and #GoldmanSachs Donald swing for the fence!
2,Donald Trump. #Rubio's history and Clintons - not good.He's counting on politics - power - to make himself very rich. #Trump2016 #Hillary2016
2,Donald Trump. #Cruz will be an unbending double talking idealog like #Obama just coming from the other direction. No give &amp; take. Stalemate. #Trump2016
2,"Bernie Sanders. Even if #Sanders loses tonight and he probably will, it's still a HUGE VICTORY for him and spells danger for #HillaryClinton #IowaCaucus"
2,Hilary Clinton. #Hillary would bring people to the table. Do you think #Bernie will get even the actuall Democrats to the table? Independents? #DemDebate
0,Hilary Clinton. Maybe it's the Vodka talking but I don't find Michelle Obama to be very hippy at all #hiccup #Trump2016 #haunch #saddlebags #HillaryEmail
1,"Hilary Clinton. Pick of litter for President leaves much to be desired. #Hillary is an untrustworthy liar, #BernieSanders cant win nationally. GOP = circus"
1,Hilary Clinton. There are #PaidTrolls They attack anyone &amp; stir things up Maybe #Hillary fans think #Trolls are real #Bernie fans
1,Hilary Clinton. #DemDebate #Sanders defending his record against #GunLobby. Claiming that #Hillary accusations were disingenuous. Admits from #rural state
0,Hilary Clinton. HERE WE GO AGAIN! #HillaryClinton mis-speaking. Calling #DonaldTrump #ISIS biggest recruiter? Not mis-speaking INSTEAD simply lying AGAIN
0,"Hilary Clinton. The protection that #HillaryClinton gets from the media is absolutely disgusting, utterly revolting. GO TRUMP! #Trump2016 "
2,Donald Trump. HYPOCRITE #Hillary2016! #TRUMP2016 #SEXISM? Hillary YOU have BASHED ALL of #BillClinton's SexualAssault Victims! YOU areNO Defender of WOMEN
1,Hilary Clinton. What people fail to realize is that problems today require technical not political solutions. #StateOfTheUnion #Trump2016 #Hillary2016
2,Donald Trump. As candidates rise in polls Vetting can expose extreme hypocrisy damaging integrity #Cruz should have been prepared #tcot #Trump2016
0,"Donald Trump. President #DonaldTrump will murder children? Repubs and Dems who don't want Trump V #HillaryClinton, support honest and wise #BernieSanders"
0,Donald Trump. #HillaryClinton has a better chance than #BernieSanders at beating #DonaldTrump #MartinOmalley still has a good chance of beating traffic.
2,"Bernie Sanders. I'm so happy I've not emotionally invested myself in #Bernie winning, so when he loses on Super Tuesday I won't be heartbroken. #Hillary2016"
0,Donald Trump. Politicians that wear their religion on their sleeve for votes; Fool me once can't get fooled again #W #Bush #Cruz #DuckDynasty #Trump2016
0,Ted Cruz. The results of yesterdays Twitter poll: Donald Trump is just slightly more of a cunt than Ted Cruz. #cunt #DonaldTrump #TedCruz
0,Ted Cruz. #GOPDebate just degenerated into love affair between #Trump2016 and #TedCruz. Both offer each other jobs. Sane #Americans recoil in horror
1,"Donald Trump. #TedCruz says #DonaldTrump embodies #NewYork values. Trump reciprocated that Ted embodies #Canadian values. ""Eh?"", was Ted's response"
2,Hilary Clinton. #HillaryClinton has a better chance than #BernieSanders at beating #DonaldTrump #MartinOmalley still has a good chance of beating traffic.
1,Hilary Clinton. Martin O'Malley pretty much in neck and neck tie with all of America tonight #IowaCaucus #martinomalley #Trump2016 #Bernie2016 #Hillary2016
2,"Bernie Sanders. #BernieSanders Love #HillaryClinton logical fallacy of appealing to emotions. ""Why send Trump's kids to school for $30 a year bc f' every1"""
0,"Hilary Clinton. Have to say, #Hillary is making a huge mistake by complaining Re: #Sanders. Run ur campaign and stop whining. Risky strategy at play here"
0,Bernie Sanders. #Trump &amp; #BernieSanders supporters are 2 sides of same coins. Trump demonizes immigrants Sanders demonizes rich Both Wrong #Hillary2016
2,Hilary Clinton. Every #Sanders supporter I know (I know many) admits they're prepared to switch over when #Hillary inevitable time comes.
2,Donald Trump. I hope #CNN does not get to have another #RepublicanDebate. They are so #biased with #questions.Let's see U do this with #Hillary.#Trump2016
2,Bernie Sanders. PP endorsing #Hillary way early in election is obvious leaning toward establishment politics. #Bernie isnt dismissing their importance/value
2,"Donald Trump. Can't believe #HillaryClinton has stopped talking to already. We're just getting started, how's that gonna work? #Trump2016"
0,"Hilary Clinton. POLITICAL TIP - Clinton will become president due to her ""hidden agenda"" deal with corporate america ?? #donaldtrump #hillaryclinton #news"
2,"Hilary Clinton. #Hillary was absolutely spot on abt #DonaldTrump,an obnoxious #Liar&amp;t/Nadir of Humanity yet,U misanthropes callit,Turning t/Tables?"
2,"Bernie Sanders. If #BernieSanders pulls off a win tonight in #Iowa, Dem leaders will lean on #Hillary to push reset button pronto...no ifs, ands, or buts."
1,Hilary Clinton. I like called it like it is to a circus side show! this is exactly what it is #TedCruz #trump2016 #Hillary2016
0,"Donald Trump. Every time #DonaldTrump says #HillaryClinton doesn't have ""Strength &amp; Stamina"" to be president I hear ""WOMAN""! &amp; it pisses me off! #maddow"
2,"Hilary Clinton. Mark Halperin has lost his damn mind, #HILLARY was a winner last night, not a loser, #Bernie underperformed w Millennials. #StandWithHillary"
2,"Donald Trump. Obama is ""doubling down"" on his ISIS strategy!? Any 3rd grader knows that 0x0=0. WE HAVE AN ISIOT AS A PRESIDENT. #TRUMP #TRUMP2016 #TEDCRUZ"
2,Hilary Clinton. #donaldtrump would be made to look like a complete ass debating #hillary on foreign policy. It would be comedic. #hannity #fox
0,Donald Trump. The results of yesterdays Twitter poll: Donald Trump is just slightly more of a cunt than Ted Cruz. #cunt #DonaldTrump #TedCruz
2,Donald Trump. OMG #Liberals going crazy over #HillaryClinton inspired jihadist recruitment video with #DonaldTrump in it #Liberals #Demarcates get a life
2,Bernie Sanders. Every #Sanders supporter I know (I know many) admits they're prepared to switch over when #Hillary inevitable time comes.
0,Hilary Clinton. May GOD Bless You #TRUMP2016 &amp; Your Beautiful Family! WEthePeople STAND! with YOU! Together WE Will #MakeAmericaGreatAgain! NO #Hillary2016
0,"Hilary Clinton. And damn #HillaryClinton you and those E-mails... #DonaldTrump throwing shots at you now on stage harrrd. Damn girl., #FeelTheBern"
2,Bernie Sanders. #bernie2016 #HillaryClinton Hillary making waves about anything related to computer data is the pot calling the kettle black. What gall.
0,Hilary Clinton. punish the folks are are trying to set up their opposition because they are scared #Bernie can win .This made #Hillary look bad
2,Ted Cruz. #December7 remember Pearl Harbor #Trump2016 we have a tendency to forget history quickly and make the same mistakes #TedCruz strong leaders
1,"Hilary Clinton. : ""I'm going to break up the big banks."" What does that mean? WHAT DOES THAT MEAN?? #BernieSanders #HillaryClinton #Election2016"
1,Ted Cruz. #inners The choice between #DonaldTrump &amp; #TedCruz is like the choice between which terminal disease you want to die from.
0,Hilary Clinton. #HillaryForPrison Remember the girls kidnapped by Boko Haram? Hillary kept them from being designated a terrorist group. #Trump2016
0,Donald Trump. Both #HillaryClinton and #DonaldTrump have questionable personal &amp; public relationships. I don't want either as our next #POTUS #Politics
0,Donald Trump. An independent conservative deciding btw #TedCruz &amp; #Trump2016 could say that #TedCruz2016 is clear and Trump is not + could turn out a RINO
2,"Donald Trump. hustles race, as the first words out of his mouth in #Cruz introduction not policy. It was ""First Hispanic President"" #Trump2016"
1,"Hilary Clinton. imagine #DonaldTrump on a debate stage with #HillaryClinton. Need I say more, just imagine it for one second. Glorious"
0,"Hilary Clinton. How can you vote for someone just because they are woman, despite #HillaryClinton being a liar? #Trump2016 #trumpforpresident"
1,"Donald Trump. Do you think in a #DonaldTrump - #HillaryClinton general election, Trump would use the #RollingStones' ""Under My Thumb"" as a campaign song?"
2,Donald Trump. #cruz2016 vote for me or the terrorists will get you the kind will take your guns. #Trump2016 vote for me it'll be GREAT. lol #stoprush
2,Donald Trump. #TedCruz #DonaldTrump hopefully their fighting will stop so Trump becomes president and Cruz become vice that sounds good to me
0,"Hilary Clinton. #HillaryClinton is whining about #BernieSanders negative ads against her. Maybe don't take$600,000 in speaking frees from #goldmansachs."
1,Hilary Clinton. Home sick on Saturday night w/a cold+NO #Netflix. What's a girl to do? Fine. Guess I'll watch #DemDebate #kleenex #Hillary2016 #Bernie2016
0,Hilary Clinton. Anyone else scared for our country if it ends up being #DonaldTrump Vs. #Hillary2016 That seems about the worst thing ever! #PleaseNotThem
1,Donald Trump. Desperate #cruz bots are flinging more shit than a room full of chili eating monkeys. Not gonna work. #Trump2016
0,"Hilary Clinton. Poor #Hillary2016, #ISIS declared a war on women via Islam &amp; you don't confront them, but #Trump2016 speaks &amp; your a victim with solutions"
2,"Bernie Sanders. It's amazing watching so many people say: I know #Bernie is right, but #Hillary is rational. Since when is doing what's right not rational?"
0,Ted Cruz. It's time to stop talking about what a terrible human #DonaldTrump is &amp; start talking about what a terrible human #TedCruz is. #Decision2016
2,"Donald Trump. #Trump inconsistent for supporting #Hillary back in 2000s? No. If you're a smart businessman, you'll support your state's senator #Trump2016"
2,Donald Trump. #BernieSanders is getting inline with the White House perhaps #HillaryClinton is out shortly &amp; White House needs Bernie? #TRUMP2016
0,Hilary Clinton. Everyone knows you can't start a revolution without revolt from the other side. Pick a side: #BernieSanders for the people or #HillaryWallSt
0,"Hilary Clinton. Come on #IowaCaucus, pragmatic means choosing someone with consistent good judgment. Dont put #Hillary against #Trump, send in #Bernie2016"
2,Hilary Clinton. What happens when deadbeat millennials learn that voting puts them in line for #juryduty? #RockTheVote #Hillary2016 #BernieSanders
2,Donald Trump. never play poker sir...your #Hillary poker face will get u beat every time... #abcnews #Christie2016 #Trump2016
0,Hilary Clinton. Sounds unusual but a #Trump #Rubio ticket will drop kick #Hillary If the #FBI don't get her first of course #Trump2016 #GOP
0,"Donald Trump. Do #DonaldTrump, #TedCruz know why the #Pope generates such crowds, adulation? It's how he lives;what he stands for.WhatAmericans want."
2,Donald Trump. #HillaryClinton tv ad such a joke - like she's even been in a drug store in the past 30 yrs... #Trump #Trump2016 
0,Donald Trump. #Cruz and #DonaldTrump. Two circle jerks that have no idea what the America people want. We don't like either of you!
1,Donald Trump. Trump is high school kid running for ASB prez making promises he can't deliver bcuz no authority to make good. #Trump #DonaldTrump #Cruz
0,"Donald Trump. Who thought after the 60's &amp; the Civil Rights struggles we'd be seeing ass-turds like #DonaldTrump, #TedCruz, #MarcoRubio running the #GOP?!"
0,Bernie Sanders. #Hillary and# Chelsea lie like rugs They say #Bernie wants to do away with people's health coverage. He wants single payer - more not less
0,Hilary Clinton. #Hillarygotschlonged vs 'screw u' - screw this' - we got screwed' Consider 'root' verbiage. 'Screwed' used commonly by sexes - #Trump2016
1,"Hilary Clinton. Even #HillaryClinton stans should admit that #BernieSanders is ⚡️🔥 Dude gets his ppl charged! #Iowa #IowaCaucus &amp; yes, I meant electric fire"
1,Ted Cruz. Mark Levin to #Trump--Either cut the crap - your Cruz accusations - or you will lose lots and lots of conservatives. #Trump2016 #Cruz2016
0,"Hilary Clinton. SO? #Hillary2016 YOU don't like #TRUMP2016 WORDs! WELL Hillary,WE didn't like YOU Mocking The WOMEN YOUR Husband JAG'edOFF ON! #LibCrib #p2"
0,Donald Trump. I think ppl like #DonaldTrump #run4prez to make us believe that's the kinda options we have. So vote 4 #Obama or #HillaryClinton! :/
0,Hilary Clinton. Clinton's Presidential odds drop from -120 to -110. Trump&amp;Bernie picking up steam... #freepicks #Election2016 #DonaldTrump #HillaryClinton
2,Donald Trump. #IA stop Wash gridlock #CaucusForTrump lets start taking our country back #TedCruz can't get along with his own party #Trump2016 #IOWA
1,"Bernie Sanders. great point when a man raises voice ""he is in control"" #BernieSanders when a woman races voice ""she is out of control"" #HillaryClinton"
0,Donald Trump. #nprdebate everyone seems afraid of the bully #DonaldTrump but pick on #Hillary2016 / #Potus when they can't respond live. Boo
0,Ted Cruz. Wait? #DonaldTrump delusional ass grilled pres #Obama about being an American citizen. But haven't said a fucking word about #TedCruz #smdh
0,Hilary Clinton. so what I typo I still thank #hillary making me feel 20-30yrs younger putting #SlickWillie back in #News lol lol #Trump2016
2,Donald Trump. To libs preaching about what the GOP front runner said. Keep in mind the democratic front runner is going to jail #Hillary2016 #DonaldTrump
2,"Bernie Sanders. One day I will serve the people of this great nation with honesty, integrity, &amp; consistency just like #BernieSanders #Hillary2016 #NOHillary"
2,"Donald Trump. Dear Republicans - Immigration is EVERYTHING. If Texas goes blue from influx of aliens, then game over. Forever. #TRUMP #Cruz #TrumpTrain"
2,Ted Cruz. #Americans turned off obamas last state of the Union address because they are sick of his lip flapping lies #Trump2016 #Cruz2016 #Honest2016
0,"Hilary Clinton. #BernieSanders is true to his word. Take a look through his past, he's not changing his views like #HillaryClinton or #DonaldTrump are 💯💯💯"
1,Bernie Sanders. There are #PaidTrolls They attack anyone &amp; stir things up Maybe #Hillary fans think #Trolls are real #Bernie fans
2,Donald Trump. Obama turning persecuted Christians away from coming to US: This disqualifies him from US presidency-unAmerican! #tedcruz #donaldtrump #ewtn
0,Hilary Clinton. #DonaldTrump jumps the shark suggesting temp. measures to marginalize #MuslimReligion while #HillaryClinton rakes cash from ANYONE offering.
0,Bernie Sanders. #Hillary tries to argue that all her big #WallStreet donors will not blunt her glowing reformist zeal-#Bernie wants #GlassSteagall too late
0,Ted Cruz. #GOP diplomacy: invade &amp; carpet bomb first...try diplomacy only as a last resort. Diplomacy = weakness. #DonaldTrump #TedCruz et al.
0,Donald Trump. #DonaldTrump going after #BillClinton is a mistake! It'll only remind us of what #HillaryClinton had to put up with. #Hillary's a saint!
0,Hilary Clinton. #Hillary said #Trump2016 should b held accountable 4 his words but she must hav 4got bout Benghazi &amp; her personal email server #TrumpIsRight
2,"Hilary Clinton. How is #Trump2016 still in this race, no real issues being talking about on his site, nothing realistic just a big mouth? Let's go #Hillary!"
0,"Hilary Clinton. She should be afraid. #Bernie broke thru the wall that ""the machine"" had 4 #Hillary. I don't think that coronation will be easy 4 her 2 get."
